Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos,cWPA,RE24,Pos
5-Jun,NYY,,CHW,W7-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.319,0.439,0.596,1.034,4,0.94,-0.104,1.83,-0.12%,-1.55,CF,-0.12%,-1.55,CF
6-Jun,NYY,,CHW,L3-4,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.327,0.441,0.592,1.033,4,1.78,0.177,3.91,0.23%,0.9,CF,0.23%,0.9,CF
7-Jun,NYY,,CLE,W5-4,CG,4,4,0,1,1,0,0,1,0,0,0,0,0,,0,1,0,0,0.324,0.434,0.588,1.023,4,1.57,-0.098,3.65,-0.14%,-0.24,CF,-0.14%,-0.24,CF
8-Jun,NYY,,CLE,L0-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.311,0.421,0.566,0.987,4,1,-0.104,2.65,-0.17%,-0.92,CF,-0.17%,-0.92,CF
9-Jun,NYY,,CLE,W4-3,CG,4,4,1,3,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.327,0.431,0.6,1.031,4,1.24,0.262,2.91,0.37%,1.78,CF,0.37%,1.78,CF
11-Jun,NYY,,DET,L1-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.316,0.418,0.579,0.997,4,1.27,-0.197,3.15,-0.29%,-1.96,CF,-0.29%,-1.96,CF
12-Jun,NYY,,DET,W7-5,CG,4,4,0,2,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.322,0.42,0.585,1.005,4,0.88,0.038,1.9,0.05%,0.4,CF,0.05%,0.4,CF
14-Jun,NYY,@,SLB,W12-3,CG,5,5,0,0,0,0,0,2,0,0,1,0,0,,0,0,0,0,0.309,0.406,0.561,0.967,4,0.23,-0.03,0.49,-0.04%,-0.63,CF,-0.04%,-0.63,CF
15-Jun,NYY,@,SLB,W7-6,CG,5,4,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.307,0.405,0.551,0.957,4,1.85,0.221,3.98,0.29%,0.37,CF,0.29%,0.37,CF
Jun 16 (1),NYY,@,SLB,L6-12,CG,5,5,1,1,0,0,1,2,0,0,0,0,0,,1,1,0,0,0.303,0.399,0.561,0.959,4,0.61,-0.098,1.34,-0.13%,0.4,CF,-0.13%,0.4,CF
Jun 16 (2),NYY,@,SLB,L5-6,CG,4,4,1,1,0,0,1,3,0,0,0,0,0,,0,1,0,0,0.301,0.395,0.574,0.968,4,0.92,0.153,1.88,0.19%,1.5,CF,0.19%,1.5,CF
18-Jun,NYY,@,CHW,L3-5,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,,1,0,0,0,0.3,0.391,0.586,0.977,4,0.56,0.026,0.92,0.03%,1.62,CF,0.03%,1.62,CF
19-Jun,NYY,@,CHW,L0-1,CG,4,3,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0.294,0.388,0.573,0.961,4,1.54,-0.069,2.25,-0.06%,-0.62,CF,-0.06%,-0.62,CF
20-Jun,NYY,@,CHW,T0-1,CG(11),4,4,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0.293,0.385,0.578,0.963,4,1.2,-0.059,1.42,-0.04%,-0.46,CF,-0.04%,-0.46,CF
21-Jun,NYY,@,DET,W12-7,CG,6,5,1,2,0,0,0,1,1,0,1,0,0,,0,0,0,0,0.296,0.389,0.572,0.961,4,0.65,0.067,1.04,0.06%,-0.05,CF,0.06%,-0.05,CF
22-Jun,NYY,@,DET,L2-3,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.297,0.391,0.568,0.959,4,1.08,0.084,2.05,0.10%,0.81,CF,0.10%,0.81,CF
23-Jun,NYY,@,DET,L2-9,CG,4,4,1,1,0,1,0,0,0,,0,0,0,,,0,0,0,0.296,0.388,0.572,0.96,4,,,,,,CF,,,CF
24-Jun,NYY,@,CLE,L1-7,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.296,0.39,0.568,0.958,4,0.78,0.049,1.08,0.04%,0.24,CF,0.04%,0.24,CF
25-Jun,NYY,@,CLE,L3-5,CG(5),3,3,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.297,0.389,0.564,0.953,4,0.92,0.058,1.09,0.04%,0.5,CF,0.04%,0.5,CF
26-Jun,NYY,@,CLE,W3-1,CG,4,4,0,2,0,0,0,3,0,0,0,0,0,,0,0,1,1,0.302,0.392,0.562,0.954,4,1.1,0.139,1.17,0.09%,1.21,CF,0.09%,1.21,CF
28-Jun,NYY,,PHA,W4-1,CG,4,3,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0.302,0.394,0.564,0.958,4,0.69,0.012,0.62,0.01%,0.19,CF,0.01%,0.19,CF
29-Jun,NYY,,PHA,W12-9,CG,5,5,3,3,0,1,1,3,0,0,0,0,0,,0,0,0,0,0.311,0.399,0.593,0.992,4,0.86,0.126,0.88,0.08%,2.27,CF,0.08%,2.27,CF
Jun 30 (1),NYY,,PHA,W4-3,CG,4,2,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.307,0.401,0.587,0.988,4,0.88,-0.014,0.99,-0.01%,-0.42,CF,-0.01%,-0.42,CF
Jun 30 (2),NYY,,PHA,L2-3,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.301,0.393,0.574,0.967,4,1.07,-0.115,1.25,-0.08%,-0.85,CF,-0.08%,-0.85,CF
1-Jul,NYY,@,WSH,W8-4,CG,5,3,2,1,0,0,1,2,1,0,0,1,0,,1,0,0,0,0.301,0.398,0.586,0.984,4,0.66,0.185,0.66,0.11%,3.07,CF,0.11%,3.07,CF
2-Jul,NYY,@,WSH,W6-2,CG,5,5,0,4,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.314,0.407,0.592,0.999,4,1.11,0.057,1.4,0.04%,0.95,CF,0.04%,0.95,CF
Jul 4 (1),NYY,@,BOS,W12-4,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0.308,0.403,0.579,0.982,4,0.37,-0.036,0.67,-0.04%,-1.1,CF,-0.04%,-1.1,CF
Jul 4 (2),NYY,@,BOS,W7-3,CG,5,5,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.305,0.398,0.57,0.968,4,0.83,0.048,1.58,0.06%,-0.2,CF,0.06%,-0.2,CF
5-Jul,NYY,@,PHA,L3-6,CG,4,4,2,2,1,0,1,1,0,0,0,0,0,,0,0,1,0,0.309,0.4,0.588,0.988,4,1.11,0.124,2.12,0.14%,1.26,CF,0.14%,1.26,CF
6-Jul,NYY,@,PHA,L7-8,CG(10),5,5,0,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.311,0.4,0.589,0.989,4,0.92,-0.044,1.45,-0.04%,-0.31,CF,-0.04%,-0.31,CF
Jul 7 (1),NYY,@,PHA,W6-3,CG,4,4,1,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.315,0.402,0.587,0.988,4,0.67,0.061,0.92,0.05%,0.62,CF,0.05%,0.62,CF
Jul 7 (2),NYY,@,PHA,L5-10,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.313,0.399,0.581,0.98,4,0.54,-0.038,0.76,-0.03%,-0.68,CF,-0.03%,-0.68,CF
11-Jul,NYY,,SLB,W6-4,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.317,0.401,0.579,0.98,4,0.39,-0.021,0.47,-0.02%,-0.16,CF,-0.02%,-0.16,CF
Jul 13 (1),NYY,,SLB,W10-4,CG,5,4,2,4,0,0,2,7,1,0,0,0,0,,0,0,0,0,0.329,0.412,0.613,1.026,4,0.81,0.258,1.12,0.21%,6.68,CF,0.21%,6.68,CF
Jul 13 (2),NYY,,SLB,W12-6,CG,5,4,1,1,0,0,1,2,1,0,0,0,0,,0,0,0,0,0.328,0.412,0.62,1.032,4,1.16,0.377,1.72,0.34%,1.56,CF,0.34%,1.56,CF
14-Jul,NYY,,CHW,W4-0,CG,4,3,0,2,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.332,0.417,0.621,1.038,4,0.47,0.099,0.68,0.09%,1.37,CF,0.09%,1.37,CF
15-Jul,NYY,,CHW,L2-3,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.335,0.419,0.619,1.037,4,1.2,0.058,2.18,0.06%,0.8,CF,0.06%,0.8,CF
16-Jul,NYY,,CHW,L1-5,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.333,0.416,0.613,1.029,4,0.79,0.005,1.18,0.00%,0.08,CF,0.00%,0.08,CF
17-Jul,NYY,,CLE,W4-3,CG(13),6,5,0,1,0,0,0,1,1,1,0,0,0,,1,0,0,0,0.331,0.414,0.604,1.018,4,1.64,0.049,3.13,0.06%,1.14,CF,0.06%,1.14,CF
18-Jul,NYY,,CLE,W9-6,CG,4,3,2,1,0,0,1,1,1,1,0,0,0,,0,0,0,0,0.331,0.415,0.613,1.028,4,0.44,0.02,1.06,0.03%,0.81,CF,0.03%,0.81,CF
19-Jul,NYY,,CLE,W15-6,CG,5,5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.328,0.412,0.605,1.017,4,0.23,-0.027,0.61,-0.04%,-1,CF,-0.04%,-1,CF
20-Jul,NYY,,DET,L1-3,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.327,0.41,0.599,1.009,4,1.31,-0.067,4.37,-0.14%,-0.07,CF,-0.14%,-0.07,CF
23-Jul,NYY,@,SLB,L5-9,CG,4,4,0,1,0,0,0,2,0,0,0,0,0,,0,0,0,0,0.326,0.407,0.594,1.001,4,1.5,0.061,1.46,0.04%,0.44,CF,0.04%,0.44,CF
24-Jul,NYY,@,SLB,L12-14,CG,5,4,2,1,0,0,1,2,1,0,1,0,0,,1,0,0,0,0.325,0.407,0.6,1.007,4,1.05,0.103,0.94,0.06%,1.69,CF,0.06%,1.69,CF
25-Jul,NYY,@,SLB,W13-8,CG,6,4,3,3,2,0,0,1,2,2,0,0,0,,0,0,0,0,0.331,0.416,0.61,1.025,4,0.55,0.162,0.37,0.07%,2.44,CF,0.07%,2.44,CF
26-Jul,NYY,@,CHW,W10-2,CG,5,4,2,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.33,0.415,0.604,1.02,4,1.41,0.011,1.17,0.01%,-0.04,CF,0.01%,-0.04,CF
27-Jul,NYY,@,CHW,L5-6,CG(12),6,5,1,3,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.335,0.42,0.604,1.024,4,1.26,0.114,1.27,0.07%,0.91,CF,0.07%,0.91,CF
Jul 28 (1),NYY,@,CHW,W10-9,CG,5,5,3,3,0,0,2,4,0,0,0,0,0,,0,0,0,0,0.339,0.423,0.625,1.048,4,0.9,0.355,0.78,0.18%,3.26,CF,0.18%,3.26,CF
Jul 28 (2),NYY,@,CHW,L4-8,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.338,0.421,0.624,1.044,4,0.44,0.038,0.4,0.02%,0,CF,0.02%,0,CF
30-Jul,NYY,@,DET,W8-6,CG,5,5,1,1,0,0,0,0,0,0,2,0,0,,0,0,0,0,0.336,0.417,0.616,1.034,4,0.51,-0.067,0.69,-0.06%,-0.45,CF,-0.06%,-0.45,CF
31-Jul,NYY,@,DET,L6-7,CG(11),5,5,1,0,0,0,0,0,0,0,2,0,0,,1,0,0,0,0.33,0.411,0.606,1.017,4,0.98,-0.091,1.61,-0.09%,-0.65,CF,-0.09%,-0.65,CF
1-Aug,NYY,@,DET,L2-11,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0.329,0.409,0.601,1.011,4,0.43,0.04,0.5,0.03%,-0.49,CF,0.03%,-0.49,CF
4-Aug,NYY,@,CLE,L1-3,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.326,0.408,0.595,1.003,4,1.46,-0.078,1.17,-0.04%,-0.78,CF,-0.04%,-0.78,CF
5-Aug,NYY,@,BOS,L1-4,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.325,0.406,0.591,0.997,4,1.19,-0.016,0.61,-0.01%,0.26,CF,-0.01%,0.26,CF
6-Aug,NYY,@,BOS,L3-8,CG,4,3,1,2,0,0,1,1,1,1,0,0,0,,0,0,0,0,0.328,0.41,0.601,1.011,4,0.97,0.12,0.34,0.03%,1.07,CF,0.03%,1.07,CF
Aug 7 (1),NYY,@,BOS,L7-10,CG,5,4,3,2,0,0,1,2,1,0,0,0,0,,0,0,0,0,0.33,0.412,0.61,1.022,4,1.1,0.13,0.29,0.02%,1.77,CF,0.02%,1.77,CF
Aug 7 (2),NYY,@,BOS,W6-3,CG,5,5,0,2,0,0,0,2,0,0,0,0,0,,0,1,0,0,0.331,0.412,0.606,1.018,4,1.57,-0.05,0.25,-0.01%,0.57,CF,-0.01%,0.57,CF
8-Aug,NYY,@,BOS,L5-6,CG,5,5,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.332,0.412,0.603,1.015,4,0.73,0.04,0.1,0.00%,0.5,CF,0.00%,0.5,CF
9-Aug,NYY,,PHA,W2-0,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.331,0.41,0.599,1.009,4,1.23,-0.028,0.12,0.00%,-0.92,CF,0.00%,-0.92,CF
10-Aug,NYY,,PHA,W13-0,CG,5,4,2,2,1,0,1,4,1,0,0,0,0,,0,0,0,0,0.333,0.413,0.61,1.022,4,0.33,-0.001,0.05,0.00%,2.53,CF,0.00%,2.53,CF
11-Aug,NYY,,PHA,W7-6,CG(11),5,5,2,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.337,0.415,0.612,1.028,4,1.74,0.42,0.34,0.05%,1.18,CF,0.05%,1.18,CF
Aug 13 (1),NYY,,BOS,W9-1,CG,5,5,1,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.341,0.418,0.615,1.033,4,0.21,0.047,0.06,0.01%,1.38,CF,0.01%,1.38,CF
Aug 13 (2),NYY,,BOS,W19-8,CG(7),5,5,3,3,0,0,2,8,0,0,0,0,0,,0,0,0,0,0.345,0.42,0.632,1.052,4,0.34,0.126,0.11,0.02%,4.92,CF,0.02%,4.92,CF
14-Aug,NYY,,BOS,W8-3,CG,4,3,1,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0.342,0.418,0.627,1.045,4,1.29,-0.078,0.54,-0.02%,-0.58,CF,-0.02%,-0.58,CF
15-Aug,NYY,,BOS,L1-11,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.338,0.414,0.62,1.034,4,0.49,-0.051,0.19,-0.01%,-0.94,CF,-0.01%,-0.94,CF
Aug 18 (1),NYY,@,PHA,W9-1,CG,5,3,2,2,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.341,0.419,0.62,1.039,4,0.41,0.03,0.12,0.01%,1.53,CF,0.01%,1.53,CF
Aug 18 (2),NYY,@,PHA,L3-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.337,0.415,0.613,1.028,4,0.68,-0.082,0.26,-0.02%,-1.24,CF,-0.02%,-1.24,CF
Aug 20 (1),NYY,,DET,W4-3,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.339,0.415,0.612,1.027,4,0.53,-0.015,0.2,0.00%,0.12,CF,0.00%,0.12,CF
Aug 20 (2),NYY,,DET,W4-2,CG,4,4,0,2,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.341,0.416,0.614,1.03,4,0.63,0.057,0.39,0.02%,0.94,CF,0.02%,0.94,CF
21-Aug,NYY,,DET,W6-5,CG,5,4,1,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0.337,0.414,0.607,1.021,4,1.1,-0.007,0.62,0.00%,-0.83,CF,0.00%,-0.83,CF
22-Aug,NYY,,CLE,W15-2,CG,5,5,2,3,1,0,1,6,0,0,0,0,0,,0,0,0,0,0.34,0.416,0.617,1.033,4,0.39,0.123,0.3,0.06%,4.54,CF,0.06%,4.54,CF
23-Aug,NYY,,CLE,W5-3,CG,4,4,1,2,0,0,1,1,0,0,0,0,0,,0,0,0,0,0.342,0.417,0.624,1.041,4,0.71,0.095,0.77,0.06%,1.04,CF,0.06%,1.04,CF
24-Aug,NYY,,CLE,W3-2,GS-9,4,4,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0.341,0.415,0.625,1.04,4,1.52,0.198,2.3,0.18%,0.08,CF,0.18%,0.08,CF
Aug 25 (1),NYY,,CHW,L0-1,GS-4,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.343,0.416,0.626,1.043,4,0.92,0.037,1.19,0.03%,0.39,CF,0.03%,0.39,CF
27-Aug,NYY,,CHW,W5-4,10-GF(10),1,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.342,0.416,0.625,1.04,6,5.49,-0.174,6.04,-0.12%,-0.82,PH,-0.12%,-0.82,PH
Aug 29 (2),NYY,,SLB,W6-5,9-GF(13),3,2,1,1,0,0,1,3,1,1,0,0,0,,0,0,0,0,0.343,0.417,0.632,1.049,7,2.9,0.446,4.89,0.45%,2.52,PH CF,0.45%,2.52,PH CF
31-Aug,NYY,,WSH,W7-1,CG,5,4,0,2,1,0,0,1,1,0,0,0,0,,0,0,0,0,0.344,0.419,0.633,1.052,4,0.81,0.147,1.11,0.12%,0.78,CF,0.12%,0.78,CF
Sep 1 (1),NYY,,WSH,W3-2,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,,0,0,0,0,0.343,0.418,0.629,1.047,4,0.94,-0.07,1.19,-0.05%,-1.01,CF,-0.05%,-1.01,CF
Sep 1 (2),NYY,,WSH,W3-0,CG,4,3,1,2,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.346,0.421,0.629,1.05,4,1.02,0.126,1.69,0.13%,1.02,CF,0.13%,1.02,CF
Sep 2 (1),NYY,,PHA,W6-3,CG,4,3,0,1,0,1,0,0,1,0,0,0,0,,0,0,0,0,0.346,0.421,0.632,1.053,4,0.56,-0.001,0.95,0.00%,0.11,CF,0.00%,0.11,CF
Sep 2 (2),NYY,,PHA,L0-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.345,0.42,0.628,1.048,4,0.67,-0.045,1.46,-0.06%,-0.49,CF,-0.06%,-0.49,CF
4-Sep,NYY,@,WSH,L5-6,CG,5,5,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.343,0.418,0.626,1.043,4,1.48,0.008,4.32,0.01%,-0.72,CF,0.01%,-0.72,CF
Sep 5 (1),NYY,@,WSH,W2-1,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.341,0.416,0.621,1.037,4,0.73,-0.054,1.89,-0.08%,-0.52,CF,-0.08%,-0.52,CF
Sep 5 (2),NYY,@,WSH,W8-1,CG,5,4,2,2,1,0,0,1,0,0,0,1,0,,0,1,0,0,0.342,0.418,0.622,1.04,4,1.36,0.005,4.42,0.01%,0.99,CF,0.01%,0.99,CF
6-Sep,NYY,@,WSH,L1-3,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,,0,1,0,0,0.341,0.417,0.619,1.035,4,0.93,-0.059,4.03,-0.15%,-0.64,CF,-0.15%,-0.64,CF
7-Sep,NYY,@,BOS,W4-3,CG,4,3,2,2,0,0,1,2,1,0,0,0,0,,0,0,0,0,0.343,0.419,0.626,1.046,4,0.96,0.201,3.81,0.48%,1.63,CF,0.48%,1.63,CF
8-Sep,NYY,@,BOS,W9-4,CG,5,2,1,1,0,0,0,1,3,0,0,0,0,,0,1,0,0,0.344,0.423,0.626,1.049,4,0.92,0.056,4.76,0.17%,1.16,CF,0.17%,1.16,CF
Sep 11 (1),NYY,@,CLE,W3-1,CG,4,4,1,2,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.346,0.424,0.627,1.051,4,1.24,0.062,12.17,0.37%,0.37,CF,0.37%,0.37,CF
Sep 11 (2),NYY,@,CLE,L3-5,CG(6),3,3,0,1,1,0,0,1,0,0,1,0,0,,1,0,0,0,0.346,0.423,0.627,1.05,4,0.96,0.095,11.63,0.69%,1.18,CF,0.69%,1.18,CF
12-Sep,NYY,@,DET,L3-6,CG,5,5,0,2,1,1,0,2,0,0,0,0,0,,1,0,0,0,0.346,0.423,0.631,1.054,4,1.13,0.164,10.67,0.93%,1.69,CF,0.93%,1.69,CF
13-Sep,NYY,@,DET,L0-8,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.343,0.42,0.626,1.045,4,0.74,-0.117,4.55,-0.43%,-1.85,CF,-0.43%,-1.85,CF
14-Sep,NYY,@,DET,W16-7,CG,5,5,1,4,2,0,0,3,0,0,1,0,0,,0,0,0,1,0.348,0.424,0.632,1.055,4,0.79,0.204,2.53,0.39%,3.09,CF,0.39%,3.09,CF
Sep 15 (1),NYY,@,SLB,L5-10,CG,5,5,1,3,1,0,1,3,0,0,0,0,0,,0,0,0,0,0.351,0.425,0.64,1.066,4,0.73,0.248,2.86,0.58%,2.55,CF,0.58%,2.55,CF
Sep 15 (2),NYY,@,SLB,L1-2,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.35,0.424,0.639,1.063,4,1.7,-0.059,4.86,-0.10%,-0.67,CF,-0.10%,-0.67,CF
16-Sep,NYY,@,SLB,L4-16,CG,4,4,1,2,0,0,1,2,0,0,0,0,0,,1,0,0,0,0.351,0.424,0.644,1.069,4,0.28,0.091,0.41,0.08%,2.18,CF,0.08%,2.18,CF
17-Sep,NYY,@,SLB,W9-0,GS-2,2,2,0,1,0,0,0,3,0,0,0,0,0,,0,0,0,0,0.352,0.425,0.644,1.069,4,1.52,0.079,1.06,0.03%,1.32,CF,0.03%,1.32,CF
Sep 18 (2),NYY,@,CHW,W9-8,8-Aug,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.353,0.426,0.647,1.073,8,2.17,0.141,1.23,0.05%,0.64,PH,0.05%,0.64,PH
21-Sep,NYY,,BOS,W5-4,CG,5,4,1,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0.352,0.426,0.643,1.069,4,1.39,-0.047,0.26,-0.01%,-0.02,CF,-0.01%,-0.02,CF
22-Sep,NYY,,BOS,W6-3,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.352,0.426,0.641,1.068,4,0.97,-0.011,0.29,0.00%,0.11,CF,0.00%,0.11,CF
Sep 24 (1),NYY,,WSH,W6-5,CG(10),5,4,1,1,0,0,0,1,1,0,1,0,0,,0,0,0,0,0.351,0.426,0.638,1.064,4,2.34,0.016,0.76,0.00%,0.15,CF,0.00%,0.15,CF
Sep 24 (2),NYY,,WSH,W9-4,CG(7),4,4,1,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0.351,0.425,0.639,1.064,4,0.98,0.089,1.07,0.06%,0.01,CF,0.06%,0.01,CF
Sep 26 (1),NYY,@,PHA,W5-4,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.349,0.423,0.634,1.057,4,1.17,-0.082,0,0.00%,-0.85,CF,0.00%,-0.85,CF
Sep 26 (2),NYY,@,PHA,W2-0,CG,4,3,1,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.351,0.425,0.635,1.06,4,1.1,0.089,1.16,0.06%,0.8,CF,0.06%,0.8,CF
27-Sep,NYY,@,PHA,L2-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.35,0.424,0.632,1.055,4,0.91,-0.039,2.08,-0.05%,-0.36,CF,-0.05%,-0.36,CF
Sep 28 (1),NYY,@,WSH,L3-4,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.351,0.424,0.631,1.055,4,1.64,0.206,0,0.00%,0.91,CF,0.00%,0.91,CF
Sep 28 (2),NYY,@,WSH,W7-1,CG(8),5,5,2,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.352,0.424,0.628,1.052,4,1.09,0.143,0,0.00%,0.37,CF,0.00%,0.37,CF
29-Sep,NYY,@,WSH,W4-3,CG(11),6,5,0,2,0,0,0,1,1,1,0,0,0,,0,0,0,0,0.352,0.425,0.626,1.051,4,2.16,0.145,0,0.00%,0.43,CF,0.00%,0.43,CF
14-Apr,NYY,@,WSH,W3-0,CG,4,4,0,2,0,1,0,1,0,0,0,0,0,,0,0,1,0,0.5,0.5,1,1.5,4,0.65,0.139,1.59,0.21%,1.4,CF,0.21%,1.4,CF
15-Apr,NYY,,PHA,L1-3,CG,4,4,1,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.5,0.5,0.875,1.375,4,1.06,0.032,3.07,0.06%,0.6,CF,0.06%,0.6,CF
16-Apr,NYY,,PHA,L7-10,CG,5,5,1,4,2,0,1,2,0,0,0,0,0,,0,0,0,0,0.615,0.615,1.231,1.846,4,0.93,0.171,2.43,0.27%,2.72,CF,0.27%,2.72,CF
17-Apr,NYY,,PHA,W9-4,CG,5,4,2,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.588,0.611,1.059,1.67,4,0.54,0.011,1.25,0.02%,1.03,CF,0.02%,1.03,CF
18-Apr,NYY,@,WSH,L4-7,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0.524,0.545,0.905,1.45,4,1.29,-0.069,2.98,-0.10%,0.31,CF,-0.10%,0.31,CF
19-Apr,NYY,@,WSH,W5-2,CG(10),5,5,1,1,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.462,0.481,0.885,1.366,4,1.52,-0.062,3.37,-0.08%,0.23,CF,-0.08%,0.23,CF
20-Apr,NYY,@,PHA,W19-5,CG,6,5,4,3,0,0,1,6,1,0,0,0,0,,0,0,0,0,0.484,0.515,0.935,1.451,4,1.11,0.218,2.77,0.33%,4.56,CF,0.33%,4.56,CF
21-Apr,NYY,@,PHA,W14-4,CG,6,5,3,4,1,0,1,2,1,0,0,0,0,,0,0,0,0,0.528,0.564,1.028,1.592,4,0.37,0.066,1.07,0.11%,2.28,CF,0.11%,2.28,CF
22-Apr,NYY,@,PHA,L5-6,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.487,0.535,0.949,1.484,4,1.03,-0.072,3.08,-0.13%,-0.58,CF,-0.13%,-0.58,CF
23-Apr,NYY,,BOS,W4-2,CG(11),5,4,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0.442,0.5,0.86,1.36,4,2.16,-0.129,6.31,-0.23%,-0.7,CF,-0.23%,-0.7,CF
24-Apr,NYY,,BOS,W6-3,CG,5,3,0,0,0,0,0,0,2,2,0,0,0,,0,0,0,0,0.413,0.491,0.804,1.295,4,1.11,-0.127,3.54,-0.24%,-1.04,CF,-0.24%,-1.04,CF
25-Apr,NYY,,WSH,W6-0,CG,5,5,1,1,0,0,0,1,0,0,2,0,0,,0,1,0,0,0.392,0.466,0.745,1.211,4,0.38,0.041,1.19,0.08%,-0.61,CF,0.08%,-0.61,CF
26-Apr,NYY,,WSH,W8-3,CG,5,3,2,1,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.389,0.476,0.722,1.198,4,0.53,0.075,1.72,0.15%,1.04,CF,0.15%,1.04,CF
